label,rows_total,rows_removed,anomaly_rate,median_duration
corn,9,0,0.0,2.866
correct,6,0,0.0,2.334
cost,6,0,0.0,2.4345
counsel,4,0,0.0,2.6100000000000003
count,5,0,0.0,2.636
individual,4,0,0.0,2.551
shame,5,0,0.0,2.6
shampoo,5,0,0.0,3.12
shave,4,0,0.0,2.586
she,5,0,0.0,2.836
second,3,0,0.0,2.035
see,5,0,0.0,2.46
seem,5,0,0.0,2.436
seldom,2,0,0.0,3.5685000000000002
senior,6,0,0.0,2.3
insect,5,0,0.0,3.136
inspect,3,0,0.0,3.166
inspire,3,0,0.0,2.366
instead,4,0,0.0,2.6345
ice cream,7,0,0.0,2.369
identify,3,0,0.0,2.469
ignore,4,0,0.0,2.323
improve,6,0,0.0,2.5025
host,5,0,0.0,1.835
hot dog,4,0,0.0,2.6345
hug,4,0,0.0,1.8895
human,3,0,0.0,2.166
berry,4,0,0.0,2.02
beside,4,0,0.0,3.165
between,5,0,0.0,3.17
bicycle,5,0,0.0,3.96
big,6,0,0.0,2.903
binoculars,3,0,0.0,3.737
biology,5,0,0.0,3.17
sequence,4,0,0.0,3.0065
settle,3,0,0.0,3.04
several,4,0,0.0,3.013
high school,4,0,0.0,2.651
highway,4,0,0.0,2.6845
his,3,0,0.0,2.436
honest,4,0,0.0,2.418
hop,3,0,0.0,2.433
hearing aid,4,0,0.0,2.795
singer,4,0,0.0,3.0195
siren,3,0,0.0,3.437
shine,8,0,0.0,1.7654999999999998
shoot,4,0,0.0,2.0005
short,11,0,0.0,3.003
shoulder,3,0,0.0,2.236
shovel,3,0,0.0,2.502
shy,5,0,0.0,2.085
benefit,5,0,0.0,3.433
impact,3,0,0.0,2.97
court,5,0,0.0,2.4
wolf,4,0,0.0,3.4265
crab,6,0,0.0,1.6895
cracker,5,0,0.0,2.536
create,2,0,0.0,2.9565
crocodile,2,0,0.0,3.6515000000000004
beginning,7,0,0.0,1.435
belief,6,0,0.0,2.7350000000000003
bell,5,0,0.0,2.87
silly,7,0,0.0,3.203
silver,5,0,0.0,2.669
similar,5,0,0.0,2.9
simple,5,0,0.0,2.636
sin,4,0,0.0,3.1165000000000003
sing,4,0,0.0,2.7565
hunt,3,0,0.0,2.703
health,6,0,0.0,2.636
heap,3,0,0.0,1.368
grow,5,0,0.0,2.569
sixteen,2,0,0.0,3.101
size,5,0,0.0,2.52
skate,3,0,0.0,2.669
skeleton,4,0,0.0,2.7515
sketch,5,0,0.0,2.736
skip,3,0,0.0,2.533
dormitory,4,0,0.0,3.5345
heart attack,5,0,0.0,2.769
helicopter,7,0,0.0,2.4
helmet,5,0,0.0,1.919
help,7,0,0.0,2.266
her,5,0,0.0,2.436
herself,6,0,0.0,2.052
damage,4,0,0.0,2.263
dancer,3,0,0.0,2.92
grab,2,0,0.0,2.1445
basic,3,0,0.0,2.92
obtain,4,0,0.0,2.7845
battle,4,0,0.0,3.088
slip,3,0,0.0,2.736
smart,8,0,0.0,1.561
smell,4,0,0.0,2.918
smile,5,0,0.0,2.966
snob,6,0,0.0,1.7864999999999998
cross,4,0,0.0,2.3689999999999998
crown,4,0,0.0,2.3680000000000003
crush,4,0,0.0,2.5615
hang up,3,0,0.0,1.418
hawaii,6,0,0.0,2.0195
sore throat,5,0,0.0,3.47
soul,2,0,0.0,2.801
south america,5,0,0.0,3.3
a lot,5,0,0.0,2.836
sofa,4,0,0.0,2.3945
wonderful,6,0,0.0,2.7345
solve,4,0,0.0,1.9335
balloon,6,0,0.0,2.7615
bank,2,0,0.0,3.217
baptize,5,0,0.0,2.366
guide,4,0,0.0,2.5365
guitar,6,0,0.0,2.5010000000000003
gun,4,0,0.0,2.4175
haircut,3,0,0.0,2.32
customer,4,0,0.0,2.218
cut,3,0,0.0,2.769
grammar,7,0,0.0,3.07
grandfather,7,0,0.0,2.64
grandmother,7,0,0.0,2.269
grateful,3,0,0.0,2.28
gray,6,0,0.0,2.9845
wow,8,0,0.0,1.891
danger,5,0,0.0,3.27
dangerous,3,0,0.0,2.833
adverb,4,0,0.0,3.419
affect,5,0,0.0,3.56
dawn,5,0,0.0,2.502
spread,2,0,0.0,2.7175000000000002
spring,5,0,0.0,2.333
sprint,4,0,0.0,2.601
song,4,0,0.0,3.035
while,5,0,0.0,2.502
decorate,6,0,0.0,2.7675
give up,5,0,0.0,2.436
whistle,3,0,0.0,2.736
goat,5,0,0.0,2.544
gold,4,0,0.0,1.507
golf,6,0,0.0,1.8599999999999999
special,6,0,0.0,2.718
speech,9,0,0.0,2.52
speed,5,0,0.0,2.04
spell,5,0,0.0,2.636
spider,5,0,0.0,2.461
spirit,5,0,0.0,2.736
spit,4,0,0.0,1.9505
spoon,3,0,0.0,2.12
spray,5,0,0.0,2.6
graduation,3,0,0.0,2.87
gather,4,0,0.0,2.6345
geography,6,0,0.0,2.8365
geometry,4,0,0.0,2.7345
germany,5,0,0.0,2.4
get up,4,0,0.0,1.9255
gift,4,0,0.0,2.5694999999999997
giraffe,6,0,0.0,2.311
stadium,5,0,0.0,2.466
standard,5,0,0.0,3.28
stare,7,0,0.0,2.419
steel,4,0,0.0,2.388
aware,4,0,0.0,3.0679999999999996
why,9,0,0.0,2.469
wide,5,0,0.0,2.436
death,4,0,0.0,3.1715
debate,4,0,0.0,3.4585
fun,6,0,0.0,2.269
gamble,5,0,0.0,2.4
gang,4,0,0.0,3.3185000000000002
gas,5,0,0.0,2.936
deduct,5,0,0.0,2.603
deer,6,0,0.0,3.0860000000000003
defeat,4,0,0.0,2.3025
stir,2,0,0.0,3.8085
stitch,4,0,0.0,2.98
straw,6,0,0.0,2.8
strawberry,4,0,0.0,2.6174999999999997
stress,6,0,0.0,1.8525
squeeze,5,0,0.0,2.067
wind,7,0,0.0,3.937
goodbye,3,0,0.0,1.88
gorilla,4,0,0.0,2.9450000000000003
demand,7,0,0.0,2.68
demonstrate,6,0,0.0,2.373
former,4,0,0.0,2.8345000000000002
fox,6,0,0.0,2.4945
freeze,6,0,0.0,2.5175
french fries,4,0,0.0,2.183
author,4,0,0.0,3.24
authority,5,0,0.0,2.402
autumn,6,0,0.0,2.2945
average,5,0,0.0,3.036
awake,4,0,0.0,2.951
subtract,4,0,0.0,2.551
sue,5,0,0.0,2.502
winter,6,0,0.0,2.5345
front,7,0,0.0,2.3
fruit,6,0,0.0,2.886
fool,3,0,0.0,3.704
against,4,0,0.0,3.218
forbid,3,0,0.0,2.703
forever,5,0,0.0,1.543
sunshine,4,0,0.0,3.345
surface,5,0,0.0,3.036
surgeon,3,0,0.0,2.903
surrender,4,0,0.0,2.62
auction,5,0,0.0,2.8
audiologist,4,0,0.0,3.833
audiology,4,0,0.0,3.08
earth,5,0,0.0,2.436
defend,6,0,0.0,2.768
degree,4,0,0.0,2.7685
delay,7,0,0.0,2.4
deliver,3,0,0.0,2.52
take,7,0,0.0,2.803
take turns,3,0,0.0,3.036
talent,4,0,0.0,2.3175
taste,6,0,0.0,3.348
tease,5,0,0.0,2.4
suspend,4,0,0.0,2.1765
swallow,6,0,0.0,2.5244999999999997
swimming,5,0,0.0,3.303
swimsuit,1,0,0.0,3.7
sympathy,4,0,0.0,3.55
frog,6,0,0.0,2.2765
flute,5,0,0.0,2.833
fly,4,0,0.0,3.17
fold,5,0,0.0,2.736
follow,7,0,0.0,2.7
drama,4,0,0.0,3.4349999999999996
forgive,5,0,0.0,2.333
fork,4,0,0.0,2.74
fix,5,0,0.0,2.836
flatter,4,0,0.0,3.2
flexible,7,0,0.0,2.12
florida,4,0,0.0,2.54
depressed,5,0,0.0,2.566
descend,2,0,0.0,2.0999999999999996
describe,7,0,0.0,2.7
design,4,0,0.0,2.568
ask,4,0,0.0,1.9335
assist,4,0,0.0,2.391
assume,4,0,0.0,2.8845
attention,5,0,0.0,3.72
attorney,4,0,0.0,3.5385
attract,5,0,0.0,2.87
detective,4,0,0.0,3.4515000000000002
diabetes,5,0,0.0,2.703
festival,3,0,0.0,2.87
final,5,0,0.0,2.72
finally,7,0,0.0,2.12
finance,4,0,0.0,2.408
teeth,4,0,0.0,2.491
telephone,6,0,0.0,2.2845000000000004
telescope,4,0,0.0,2.269
temple,6,0,0.0,2.968
ten,4,0,0.0,2.5694999999999997
tender,5,0,0.0,3.17
tennis,6,0,0.0,2.9365
terrible,6,0,0.0,2.341
testify,5,0,0.0,2.502
art,7,0,0.0,3.136
appetite,5,0,0.0,3.4
appointment,9,0,0.0,3.37
appreciate,5,0,0.0,2.87
approach,4,0,0.0,2.5
archery,4,0,0.0,2.6025
drum,5,0,0.0,2.87
arizona,3,0,0.0,2.92
arm,6,0,0.0,2.628
texas,3,0,0.0,2.12
text,3,0,0.0,1.96
thankful,3,0,0.0,2.266
theater,4,0,0.0,2.7344999999999997
them,5,0,0.0,3.1
theme,5,0,0.0,2.933
dessert,6,0,0.0,2.293
detach,4,0,0.0,2.5675
fake,4,0,0.0,2.2115
famous,5,0,0.0,2.87
duck,5,0,0.0,2.633
diaper,5,0,0.0,2.569
diarrhea,6,0,0.0,3.0765000000000002
dice,2,0,0.0,3.318
difficult,4,0,0.0,2.451
dig,5,0,0.0,3.08
dime,5,0,0.0,2.566
within,5,0,0.0,2.24
third,3,0,0.0,2.436
thirsty,7,0,0.0,2.569
thousand,4,0,0.0,2.701
three,4,0,0.0,2.2525
thrill,4,0,0.0,2.518
throat,5,0,0.0,2.369
dining room,5,0,0.0,2.8
dinner,5,0,0.0,2.603
dinosaur,7,0,0.0,2.28
diploma,4,0,0.0,2.5010000000000003
dirt,5,0,0.0,2.703
exhibit,3,0,0.0,2.536
explode,3,0,0.0,3.033
eye,5,0,0.0,1.768
eyeglasses,4,0,0.0,2.778
tough,5,0,0.0,1.48
tournament,7,0,0.0,2.12
tiger,9,0,0.0,2.52
tiptoe,3,0,0.0,3.48
tissue,5,0,0.0,2.4
toast,7,0,0.0,2.669
thermometer,4,0,0.0,2.708
except,5,0,0.0,2.433
exchange,6,0,0.0,2.3705
normal,4,0,0.0,3.1180000000000003
disconnect,5,0,0.0,2.666
trip,3,0,0.0,2.936
trophy,5,0,0.0,3.036
toilet paper,4,0,0.0,3.068
tolerate,4,0,0.0,4.023
tongue,4,0,0.0,2.918
tonight,5,0,0.0,2.533
tooth,6,0,0.0,2.0545
toothbrush,4,0,0.0,3.1515
topic,6,0,0.0,2.918
tornado,4,0,0.0,2.9450000000000003
torture,4,0,0.0,3.3164999999999996
total,5,0,0.0,2.866
anniversary,5,0,0.0,3.17
annoy,5,0,0.0,2.803
apart,4,0,0.0,2.634
apostrophe,4,0,0.0,1.5835
appear,6,0,0.0,2.9530000000000003
towel,5,0,0.0,2.369
not yet,3,0,0.0,1.268
trade,11,0,0.0,2.233
tranquil,3,0,0.0,3.2
translate,5,0,0.0,2.5
every monday,4,0,0.0,1.901
every tuesday,4,0,0.0,1.9015
everyday,5,0,0.0,2.903
evidence,7,0,0.0,2.533
exact,6,0,0.0,2.8345000000000002
nothing,5,0,0.0,2.966
dismiss,4,0,0.0,2.1414999999999997
dissolve,5,0,0.0,3.033
disturb,3,0,0.0,3.17
dive,8,0,0.0,1.9535
division,4,0,0.0,2.6864999999999997
environment,9,0,0.0,2.6
equal,5,0,0.0,2.6
erase,4,0,0.0,2.4865
true,5,0,0.0,2.066
trust,5,0,0.0,2.302
try,4,0,0.0,2.8680000000000003
turn,2,0,0.0,2.1245000000000003
tutor,5,0,0.0,2.502
two,4,0,0.0,2.3025
angle,6,0,0.0,2.3899999999999997
notice,4,0,0.0,3.0515
eraser,4,0,0.0,2.4375
elementary,4,0,0.0,3.003
elephant,6,0,0.0,2.4175
encourage,6,0,0.0,2.14
violin,5,0,0.0,2.92
visualize,4,0,0.0,3.3514999999999997
numerous,3,0,0.0,2.836
umbrella,5,0,0.0,2.833
under,6,0,0.0,2.801
unique,6,0,0.0,2.758
united states,5,0,0.0,2.469
upset,7,0,0.0,2.169
vacant,4,0,0.0,2.968
discount,4,0,0.0,2.5515
discover,6,0,0.0,2.7845
disgust,6,0,0.0,2.925
all day,5,0,0.0,2.002
allergy,4,0,0.0,3.5515
alligator,4,0,0.0,3.4619999999999997
alone,6,0,0.0,3.06
alphabet,3,0,0.0,4.238
already,7,0,0.0,2.88
amputate,4,0,0.0,2.818
analyze,7,0,0.0,2.87
anatomy,4,0,0.0,3.168
vague,4,0,0.0,2.778
valley,4,0,0.0,2.5164999999999997
vampire,3,0,0.0,2.903
vegetable,4,0,0.0,3.4370000000000003
very,4,0,0.0,2.836
vice president,4,0,0.0,2.555
viewpoint,3,0,0.0,3.1
engine,5,0,0.0,2.87
engineer,4,0,0.0,2.52
educate,5,0,0.0,2.733
eighteen,2,0,0.0,2.698
electrician,3,0,0.0,3.17
electricity,4,0,0.0,2.7715
document,6,0,0.0,3.0164999999999997
dollar,7,0,0.0,1.6
volleyball,4,0,0.0,2.4675000000000002
volunteer,6,0,0.0,2.52
nun,4,0,0.0,2.5015
nut,4,0,0.0,3.0010000000000003
waiter,4,0,0.0,2.7785
wake up,5,0,0.0,2.466
wallet,4,0,0.0,2.6180000000000003
wander,4,0,0.0,3.435
doubt,4,0,0.0,1.8359999999999999
ceiling,6,0,0.0,3.3034999999999997
due,5,0,0.0,3.066
dull,3,0,0.0,3.16
dusk,4,0,0.0,3.103
dye,4,0,0.0,2.6464999999999996
eagle,5,0,0.0,2.87
whale,6,0,0.0,2.9695
cemetery,4,0,0.0,3.393
wash face,1,0,0.0,3.036
washington,6,0,0.0,3.3015
waterfall,5,0,0.0,2.736
way,5,0,0.0,2.033
we,6,0,0.0,2.301
weak,7,0,0.0,3.237
wear,4,0,0.0,2.3600000000000003
abdomen,4,0,0.0,2.36
odor,4,0,0.0,2.9815
offer,6,0,0.0,2.283
wrench,3,0,0.0,3.136
adapt,5,0,0.0,3.07
add,7,0,0.0,2.769
adjective,4,0,0.0,2.96
admire,3,0,0.0,3.8
adopt,3,0,0.0,3.003
advantage,4,0,0.0,2.675
carry,6,0,0.0,2.9215
accomplish,4,0,0.0,3.2845000000000004
accountant,3,0,0.0,3.47
act,3,0,0.0,2.569
activity,4,0,0.0,2.2234999999999996
worker,4,0,0.0,3.1015
worse,5,0,0.0,2.8
able,4,0,0.0,2.6014999999999997
above,5,0,0.0,3.403
accent,5,0,0.0,1.301
ago,5,0,0.0,2.669
agreement,4,0,0.0,2.5010000000000003
aim,4,0,0.0,3.6215
airplane,5,0,0.0,3.17
algebra,5,0,0.0,2.469
category,5,0,0.0,2.87
weigh,4,0,0.0,3.795
weight,5,0,0.0,2.703
caterpillar,4,0,0.0,3.425
dolphin,5,0,0.0,1.168
done,3,0,0.0,2.603
wonder,4,0,0.0,3.5185
