org_text,clean_text,start_time,signer_id,signer,start,end,file,label,height,fps,end_time,url,text,box,width,review,split,url_norm,video_id,video_key,local_video_path,has_video,download_status,attempts_used,error_message,fps_out,frame_count_out,video_width_out,video_height_out,duration_sec_out,row_index
grandpa,grandfather,127.761,370,20,3829,3899,Basic Sign Language for Caregivers of the DeafHard of Hearing,92,360.0,29.97,130.097,https://www.youtube.com/watch?v=rkQZQhloXuE,grandfather,"[0.02734529972076416, 0.39717239141464233, 1.0, 0.8092567324638367]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12232
friend,friend,132.099,370,20,3959,4039,Basic Sign Language for Caregivers of the DeafHard of Hearing,17,360.0,29.97,134.768,https://www.youtube.com/watch?v=rkQZQhloXuE,friend,"[0.02734529972076416, 0.39717239141464233, 1.0, 0.8092567324638367]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12233
friend,friend,135.435,370,20,4059,4149,Basic Sign Language for Caregivers of the DeafHard of Hearing,17,360.0,29.97,138.438,https://www.youtube.com/watch?v=rkQZQhloXuE,friend,"[0.02734529972076416, 0.39717239141464233, 1.0, 0.8092567324638367]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12234
help,help,139.006,370,20,4166,4348,Basic Sign Language for Caregivers of the DeafHard of Hearing,50,360.0,29.97,145.078,https://www.youtube.com/watch?v=rkQZQhloXuE,help,"[0.04982101917266846, 0.42991212010383606, 1.0, 0.7564584016799927]",640.0,,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12235
eat,eat,145.278,370,20,4354,4518,Basic Sign Language for Caregivers of the DeafHard of Hearing,3,360.0,29.97,150.751,https://www.youtube.com/watch?v=rkQZQhloXuE,eat,"[0.052173763513565063, 0.4279021918773651, 1.0, 0.761385977268219]",640.0,,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12236
food,eat,151.885,370,20,4552,4605,Basic Sign Language for Caregivers of the DeafHard of Hearing,3,360.0,29.97,153.654,https://www.youtube.com/watch?v=rkQZQhloXuE,eat,"[0.040967315435409546, 0.3928470015525818, 1.0, 0.7430697679519653]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12237
food,eat,154.655,370,20,4635,4695,Basic Sign Language for Caregivers of the DeafHard of Hearing,3,360.0,29.97,156.656,https://www.youtube.com/watch?v=rkQZQhloXuE,eat,"[0.040967315435409546, 0.3928470015525818, 1.0, 0.7430697679519653]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12238
drink,drink,157.991,370,20,4735,4825,Basic Sign Language for Caregivers of the DeafHard of Hearing,56,360.0,29.97,160.994,https://www.youtube.com/watch?v=rkQZQhloXuE,drink,"[0.040967315435409546, 0.3928470015525818, 1.0, 0.7430697679519653]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12239
drink,drink,160.994,370,20,4825,4905,Basic Sign Language for Caregivers of the DeafHard of Hearing,56,360.0,29.97,163.663,https://www.youtube.com/watch?v=rkQZQhloXuE,drink,"[0.040967315435409546, 0.3928470015525818, 1.0, 0.7430697679519653]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12240
milk,milk,164.097,370,20,4918,5076,Basic Sign Language for Caregivers of the DeafHard of Hearing,32,360.0,29.97,169.369,https://www.youtube.com/watch?v=rkQZQhloXuE,milk,"[0.051594287157058716, 0.4058009386062622, 1.0, 0.745729923248291]",640.0,,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12241
water,water,170.27,370,20,5103,5163,Basic Sign Language for Caregivers of the DeafHard of Hearing,48,360.0,29.97,172.272,https://www.youtube.com/watch?v=rkQZQhloXuE,water,"[0.043178409337997437, 0.42656585574150085, 1.0, 0.876017153263092]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12242
water,water,172.939,370,20,5183,5253,Basic Sign Language for Caregivers of the DeafHard of Hearing,48,360.0,29.97,175.275,https://www.youtube.com/watch?v=rkQZQhloXuE,water,"[0.043178409337997437, 0.42656585574150085, 1.0, 0.876017153263092]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12243
cracker,cracker,176.276,370,20,5283,5353,Basic Sign Language for Caregivers of the DeafHard of Hearing,380,360.0,29.97,178.612,https://www.youtube.com/watch?v=rkQZQhloXuE,cracker,"[0.043178409337997437, 0.42656585574150085, 1.0, 0.876017153263092]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12244
cracker,cracker,179.279,370,20,5373,5433,Basic Sign Language for Caregivers of the DeafHard of Hearing,380,360.0,29.97,181.281,https://www.youtube.com/watch?v=rkQZQhloXuE,cracker,"[0.043178409337997437, 0.42656585574150085, 1.0, 0.876017153263092]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12245
car,car,183.216,370,20,5491,5519,Basic Sign Language for Caregivers of the DeafHard of Hearing,186,360.0,29.97,184.151,https://www.youtube.com/watch?v=rkQZQhloXuE,car,"[0.05675968527793884, 0.46129024028778076, 0.9959830641746521, 0.7494149208068848]",640.0,,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12246
bus,bus,188.455,370,20,5648,5821,Basic Sign Language for Caregivers of the DeafHard of Hearing,103,360.0,29.97,194.227,https://www.youtube.com/watch?v=rkQZQhloXuE,bus,"[0.04623425006866455, 0.39882463216781616, 1.0, 0.7469264268875122]",640.0,,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12247
baby,baby,194.728,370,20,5836,5926,Basic Sign Language for Caregivers of the DeafHard of Hearing,160,360.0,29.97,197.731,https://www.youtube.com/watch?v=rkQZQhloXuE,baby,"[0.04613730311393738, 0.3526073098182678, 1.0, 0.8385204672813416]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12248
baby,baby,198.398,370,20,5946,6036,Basic Sign Language for Caregivers of the DeafHard of Hearing,160,360.0,29.97,201.401,https://www.youtube.com/watch?v=rkQZQhloXuE,baby,"[0.04613730311393738, 0.3526073098182678, 1.0, 0.8385204672813416]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12249
finished,finish,202.069,370,20,6056,6106,Basic Sign Language for Caregivers of the DeafHard of Hearing,12,360.0,29.97,203.737,https://www.youtube.com/watch?v=rkQZQhloXuE,finish,"[0.04613730311393738, 0.3526073098182678, 1.0, 0.8385204672813416]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12250
finished,finish,204.738,370,20,6136,6186,Basic Sign Language for Caregivers of the DeafHard of Hearing,12,360.0,29.97,206.406,https://www.youtube.com/watch?v=rkQZQhloXuE,finish,"[0.04613730311393738, 0.3526073098182678, 1.0, 0.8385204672813416]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12251
please,please,226.76,370,20,6796,6876,Basic Sign Language for Caregivers of the DeafHard of Hearing,47,360.0,29.97,229.429,https://www.youtube.com/watch?v=rkQZQhloXuE,please,"[0.04239746928215027, 0.39538392424583435, 1.0, 0.800667941570282]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12252
please,please,230.097,370,20,6896,6976,Basic Sign Language for Caregivers of the DeafHard of Hearing,47,360.0,29.97,232.766,https://www.youtube.com/watch?v=rkQZQhloXuE,please,"[0.04239746928215027, 0.39538392424583435, 1.0, 0.800667941570282]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12253
hearing aid,hearing help,233.767,370,20,7006,7066,Basic Sign Language for Caregivers of the DeafHard of Hearing,453,360.0,29.97,235.769,https://www.youtube.com/watch?v=rkQZQhloXuE,hearing help,"[0.04239746928215027, 0.39538392424583435, 1.0, 0.800667941570282]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12254
hearing aid,hearing help,236.436,370,20,7086,7146,Basic Sign Language for Caregivers of the DeafHard of Hearing,453,360.0,29.97,238.438,https://www.youtube.com/watch?v=rkQZQhloXuE,hearing help,"[0.04239746928215027, 0.39538392424583435, 1.0, 0.800667941570282]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12255
wait,wait,239.439,370,20,7176,7236,Basic Sign Language for Caregivers of the DeafHard of Hearing,400,360.0,29.97,241.441,https://www.youtube.com/watch?v=rkQZQhloXuE,wait,"[0.04239746928215027, 0.39538392424583435, 1.0, 0.800667941570282]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12256
wait,wait,241.775,370,20,7246,7306,Basic Sign Language for Caregivers of the DeafHard of Hearing,400,360.0,29.97,243.777,https://www.youtube.com/watch?v=rkQZQhloXuE,wait,"[0.04239746928215027, 0.39538392424583435, 1.0, 0.800667941570282]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12257
stay,stay,246.113,370,20,7376,7446,Basic Sign Language for Caregivers of the DeafHard of Hearing,302,360.0,29.97,248.448,https://www.youtube.com/watch?v=rkQZQhloXuE,stay,"[0.04239746928215027, 0.39538392424583435, 1.0, 0.800667941570282]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12258
Stay,stay,248.281,370,20,7441,7499,Basic Sign Language for Caregivers of the DeafHard of Hearing,302,360.0,29.97,250.217,https://www.youtube.com/watch?v=rkQZQhloXuE,stay,"[0.04099419713020325, 0.4135957658290863, 1.0, 0.7949460744857788]",640.0,,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12259
stay,stay,248.815,370,20,7457,7517,Basic Sign Language for Caregivers of the DeafHard of Hearing,302,360.0,29.97,250.817,https://www.youtube.com/watch?v=rkQZQhloXuE,stay,"[0.039835721254348755, 0.4195893406867981, 1.0, 0.7721177339553833]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12260
stop,stop,251.818,370,20,7547,7617,Basic Sign Language for Caregivers of the DeafHard of Hearing,358,360.0,29.97,254.154,https://www.youtube.com/watch?v=rkQZQhloXuE,stop,"[0.039835721254348755, 0.4195893406867981, 1.0, 0.7721177339553833]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12261
stop,stop,254.488,370,20,7627,7687,Basic Sign Language for Caregivers of the DeafHard of Hearing,358,360.0,29.97,256.49,https://www.youtube.com/watch?v=rkQZQhloXuE,stop,"[0.039835721254348755, 0.4195893406867981, 1.0, 0.7721177339553833]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12262
yes,yes,257.157,370,20,7707,7777,Basic Sign Language for Caregivers of the DeafHard of Hearing,20,360.0,29.97,259.493,https://www.youtube.com/watch?v=rkQZQhloXuE,yes,"[0.039835721254348755, 0.4195893406867981, 1.0, 0.7721177339553833]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12263
yes,yes,259.826,370,20,7787,7857,Basic Sign Language for Caregivers of the DeafHard of Hearing,20,360.0,29.97,262.162,https://www.youtube.com/watch?v=rkQZQhloXuE,yes,"[0.039835721254348755, 0.4195893406867981, 1.0, 0.7721177339553833]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12264
no,no,262.829,370,20,7877,7947,Basic Sign Language for Caregivers of the DeafHard of Hearing,4,360.0,29.97,265.165,https://www.youtube.com/watch?v=rkQZQhloXuE,no,"[0.039835721254348755, 0.4195893406867981, 1.0, 0.7721177339553833]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12265
no,no,265.298,370,20,7951,8039,Basic Sign Language for Caregivers of the DeafHard of Hearing,4,360.0,29.97,268.235,https://www.youtube.com/watch?v=rkQZQhloXuE,no,"[0.04874312877655029, 0.43797212839126587, 1.0, 0.7469147443771362]",640.0,,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12266
sorry,sorry,268.668,370,20,8052,8247,Basic Sign Language for Caregivers of the DeafHard of Hearing,89,360.0,29.97,275.175,https://www.youtube.com/watch?v=rkQZQhloXuE,sorry,"[0.04252195358276367, 0.3945609927177429, 1.0, 0.741310715675354]",640.0,,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12267
hurt,hurt,276.243,370,20,8279,8339,Basic Sign Language for Caregivers of the DeafHard of Hearing,76,360.0,29.97,278.245,https://www.youtube.com/watch?v=rkQZQhloXuE,hurt,"[0.04581177234649658, 0.3962046504020691, 1.0, 0.778935432434082]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12268
hurt,hurt,278.912,370,20,8359,8419,Basic Sign Language for Caregivers of the DeafHard of Hearing,76,360.0,29.97,280.914,https://www.youtube.com/watch?v=rkQZQhloXuE,hurt,"[0.04581177234649658, 0.3962046504020691, 1.0, 0.778935432434082]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12269
headache,headache,281.581,370,20,8439,8519,Basic Sign Language for Caregivers of the DeafHard of Hearing,519,360.0,29.97,284.251,https://www.youtube.com/watch?v=rkQZQhloXuE,headache,"[0.04581177234649658, 0.3962046504020691, 1.0, 0.778935432434082]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12270
headache,headache,284.251,370,20,8519,8619,Basic Sign Language for Caregivers of the DeafHard of Hearing,519,360.0,29.97,287.587,https://www.youtube.com/watch?v=rkQZQhloXuE,headache,"[0.04581177234649658, 0.3962046504020691, 1.0, 0.778935432434082]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12271
happy,happy,294.06,370,20,8813,8863,Basic Sign Language for Caregivers of the DeafHard of Hearing,5,360.0,29.97,295.729,https://www.youtube.com/watch?v=rkQZQhloXuE,happy,"[0.04197895526885986, 0.3926563858985901, 1.0, 0.8257495164871216]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12272
happy,happy,296.296,370,20,8880,8940,Basic Sign Language for Caregivers of the DeafHard of Hearing,5,360.0,29.97,298.298,https://www.youtube.com/watch?v=rkQZQhloXuE,happy,"[0.04197895526885986, 0.3926563858985901, 1.0, 0.8257495164871216]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12273
sad,sad,298.965,370,20,8960,9030,Basic Sign Language for Caregivers of the DeafHard of Hearing,27,360.0,29.97,301.301,https://www.youtube.com/watch?v=rkQZQhloXuE,sad,"[0.04197895526885986, 0.3926563858985901, 1.0, 0.8257495164871216]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12274
sad,sad,301.635,370,20,9040,9110,Basic Sign Language for Caregivers of the DeafHard of Hearing,27,360.0,29.97,303.97,https://www.youtube.com/watch?v=rkQZQhloXuE,sad,"[0.04197895526885986, 0.3926563858985901, 1.0, 0.8257495164871216]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12275
thank you,thank you,304.638,370,20,9130,9170,Basic Sign Language for Caregivers of the DeafHard of Hearing,75,360.0,29.97,305.972,https://www.youtube.com/watch?v=rkQZQhloXuE,thanks,"[0.04197895526885986, 0.3926563858985901, 1.0, 0.8257495164871216]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12276
thank you,thank you,306.973,370,20,9200,9250,Basic Sign Language for Caregivers of the DeafHard of Hearing,75,360.0,29.97,308.642,https://www.youtube.com/watch?v=rkQZQhloXuE,thanks,"[0.04197895526885986, 0.3926563858985901, 1.0, 0.8257495164871216]",640.0,1.0,train,https://www.youtube.com/watch?v=rkQZQhloXuE,rkQZQhloXuE,rkQZQhloXuE,MS-ASL/videos_MS_ASL_raw/msasl_raw_rkQZQhloXuE.mp4,True,already_exists,0,,29.97002997002997,11161.0,640.0,360.0,372.4053666666667,12277
sneeze,sneeze,0.0,0,0,0,56,SNEEZE(1),671,360.0,29.97,1.869,www.youtube.com/watch?v=N2Aa9po-jF8,sneeze,"[0.02048248052597046, 0.24212846159934998, 1.0, 0.7656198740005493]",640.0,,train,https://www.youtube.com/watch?v=N2Aa9po-jF8,N2Aa9po-jF8,N2Aa9po-jF8,MS-ASL/videos_MS_ASL_raw/msasl_raw_N2Aa9po-jF8.mp4,True,already_exists,0,,29.97002997002997,58.0,640.0,360.0,1.9352666666666667,12278
WHY,why,0.0,0,-1,0,69,WHY,143,240.0,30.0,2.3,https://www.youtube.com/watch?v=NdKKqBuHdeA,why,"[0.013353407382965088, 0.13354435563087463, 0.9952514171600342, 0.9308699369430542]",320.0,,train,https://www.youtube.com/watch?v=NdKKqBuHdeA,NdKKqBuHdeA,NdKKqBuHdeA,MS-ASL/videos_MS_ASL_raw/msasl_raw_NdKKqBuHdeA.mp4,True,already_exists,0,,30.0,70.0,320.0,240.0,2.3333333333333335,12279
ALL (alternative),all,0.0,0,-1,0,32,ALL (alternative),134,240.0,30.0,1.067,https://www.youtube.com/watch?v=IGUHlILG8AA,all,"[0.0, 0.18963873386383057, 0.9987770915031433, 0.9139597415924072]",320.0,,train,https://www.youtube.com/watch?v=IGUHlILG8AA,IGUHlILG8AA,IGUHlILG8AA,MS-ASL/videos_MS_ASL_raw/msasl_raw_IGUHlILG8AA.mp4,True,already_exists,0,,30.0,33.0,320.0,240.0,1.1,12280
WRITE,write,0.0,96,14,0,56,WRITE(1),53,360.0,29.97,1.869,https://www.youtube.com/watch?v=tVvMhsU5wSY,write,"[0.03728759288787842, 0.24013517796993256, 1.0, 0.6851259469985962]",636.0,,train,https://www.youtube.com/watch?v=tVvMhsU5wSY,tVvMhsU5wSY,tVvMhsU5wSY,MS-ASL/videos_MS_ASL_raw/msasl_raw_tVvMhsU5wSY.mp4,True,already_exists,0,,29.97002997002997,57.0,636.0,360.0,1.9019,12281
TOWEL,towel,0.0,0,-1,0,96,TOWEL,509,360.0,25.0,3.84,https://www.youtube.com/watch?v=BRCNyMNDH8M,towel,"[0.06526589393615723, 0.005381226539611816, 0.9550697207450867, 0.9857302904129028]",480.0,,train,https://www.youtube.com/watch?v=BRCNyMNDH8M,BRCNyMNDH8M,BRCNyMNDH8M,MS-ASL/videos_MS_ASL_raw/msasl_raw_BRCNyMNDH8M.mp4,True,already_exists,0,,25.0,97.0,480.0,360.0,3.88,12282
mouse,mouse,0.0,0,0,0,75,MOUSE-computer-mouse,684,360.0,29.97,2.502,www.youtube.com/watch?v=cpL_4VasEt0,mouse,"[0.018572837114334106, 0.22566315531730652, 1.0, 0.7495659589767456]",640.0,,train,https://www.youtube.com/watch?v=cpL_4VasEt0,cpL_4VasEt0,cpL_4VasEt0,MS-ASL/videos_MS_ASL_raw/msasl_raw_cpL_4VasEt0.mp4,True,already_exists,0,,29.97002997002997,77.0,640.0,360.0,2.5692333333333335,12283
